panel,mode,species,family,gene_id,name,chrom,start,end,strand,is_goi
connexin_Gja6_cross_species,cross_species,Rattus norvegicus — Gja6,connexin,gene-Ppef1,Ppef1,NC_086039.1,37803204,37960378,+,no
connexin_Gja6_cross_species,cross_species,Rattus norvegicus — Gja6,connexin,gene-Mt1f,Mt1f,NC_086039.1,37806740,37814784,-,no
connexin_Gja8_cross_species,cross_species,Mus musculus — Gja8,connexin,gene-Rnf115,Rnf115,NC_000069.7,96634869,96698471,+,no
connexin_Gja8_cross_species,cross_species,Mus musculus — Gja8,connexin,gene-Cd160,Cd160,NC_000069.7,96706079,96736667,-,no
connexin_Gja8_cross_species,cross_species,Mus musculus — Gja8,connexin,gene-Pdzk1,Pdzk1,NC_000069.7,96736772,96778242,+,no
connexin_Gja8_cross_species,cross_species,Mus musculus — Gja8,connexin,gene-4930442L01Rik,4930442L01Rik,NC_000069.7,96737142,96739386,-,no
connexin_Gja8_cross_species,cross_species,Mus musculus — Gja8,connexin,gene-Gpr89,Gpr89,NC_000069.7,96775630,96812662,-,no
connexin_Gja8_cross_species,cross_species,Mus musculus — Gja8,connexin,gene-Gja8,Gja8,NC_000069.7,96820882,96833367,-,yes
connexin_Gja8_cross_species,cross_species,Mus musculus — Gja8,connexin,gene-Gja5,Gja5,NC_000069.7,96939718,96960950,+,no
connexin_Gja8_cross_species,cross_species,Mus musculus — Gja8,connexin,gene-4930573H18Rik,4930573H18Rik,NC_000069.7,96953972,97000101,-,no
connexin_Gja8_cross_species,cross_species,Mus musculus — Gja8,connexin,gene-Gm31120,Gm31120,NC_000069.7,96981469,96983336,+,no
connexin_Gja8_cross_species,cross_species,Mus musculus — Gja8,connexin,gene-Gm31183,Gm31183,NC_000069.7,97008408,97010275,+,no
connexin_Gja8_cross_species,cross_species,Rattus norvegicus — Gja8,connexin,gene-Rnf115,Rnf115,NC_086020.1,186950959,187018673,+,no
connexin_Gja8_cross_species,cross_species,Rattus norvegicus — Gja8,connexin,gene-Cd160,Cd160,NC_086020.1,187029654,187042447,-,no
connexin_Gja8_cross_species,cross_species,Rattus norvegicus — Gja8,connexin,gene-Pdzk1,Pdzk1,NC_086020.1,187064995,187096348,+,no
connexin_Gja8_cross_species,cross_species,Rattus norvegicus — Gja8,connexin,gene-Gpr89b,Gpr89b,NC_086020.1,187096970,187134391,-,no
connexin_Gja8_cross_species,cross_species,Rattus norvegicus — Gja8,connexin,gene-Gja8,Gja8,NC_086020.1,187179668,187181284,-,yes
connexin_Gja8_cross_species,cross_species,Rattus norvegicus — Gja8,connexin,gene-Gja5,Gja5,NC_086020.1,187291227,187310770,+,no
connexin_Gja8_cross_species,cross_species,Rattus norvegicus — Gja8,connexin,gene-LOC102553665,LOC102553665,NC_086020.1,187351131,187372690,+,no
connexin_Gjb1_cross_species,cross_species,Mus musculus — Gjb1,connexin,gene-Snx12,Snx12,NC_000086.8,100132973,100266185,-,no
connexin_Gjb1_cross_species,cross_species,Mus musculus — Gjb1,connexin,gene-Gm22472,Gm22472,NC_000086.8,100286344,100286477,+,no
connexin_Gjb1_cross_species,cross_species,Mus musculus — Gjb1,connexin,gene-Foxo4,Foxo4,NC_000086.8,100297855,100304479,+,no
connexin_Gjb1_cross_species,cross_species,Mus musculus — Gjb1,connexin,gene-Gm614,Gm614,NC_000086.8,100304979,100307598,-,no
connexin_Gjb1_cross_species,cross_species,Mus musculus — Gjb1,connexin,gene-Il2rg,Il2rg,NC_000086.8,100307991,100311861,-,no
connexin_Gjb1_cross_species,cross_species,Mus musculus — Gjb1,connexin,gene-Med12,Med12,NC_000086.8,100317697,100342540,+,no
connexin_Gjb1_cross_species,cross_species,Mus musculus — Gjb1,connexin,gene-Nlgn3,Nlgn3,NC_000086.8,100342785,100364956,+,no
connexin_Gjb1_cross_species,cross_species,Mus musculus — Gjb1,connexin,gene-Gm31385,Gm31385,NC_000086.8,100381694,100385065,+,no
connexin_Gjb1_cross_species,cross_species,Mus musculus — Gjb1,connexin,gene-Gjb1,Gjb1,NC_000086.8,100419982,100429235,+,yes
connexin_Gjb1_cross_species,cross_species,Mus musculus — Gjb1,connexin,gene-Zmym3,Zmym3,NC_000086.8,100447990,100464986,-,no
connexin_Gjb1_cross_species,cross_species,Mus musculus — Gjb1,connexin,gene-Nono,Nono,NC_000086.8,100473295,100492193,+,no
connexin_Gjb1_cross_species,cross_species,Mus musculus — Gjb1,connexin,gene-Itgb1bp2,Itgb1bp2,NC_000086.8,100492694,100520391,+,no
connexin_Gjb1_cross_species,cross_species,Mus musculus — Gjb1,connexin,gene-Taf1,Taf1,NC_000086.8,100576335,100644635,+,no
connexin_Gjb1_cross_species,cross_species,Rattus norvegicus — Gjb1,connexin,gene-Snx12,Snx12,NC_086039.1,70267013,70396948,-,no
connexin_Gjb1_cross_species,cross_species,Rattus norvegicus — Gjb1,connexin,gene-LOC102548326,LOC102548326,NC_086039.1,70397087,70413719,+,no
connexin_Gjb1_cross_species,cross_species,Rattus norvegicus — Gjb1,connexin,gene-Foxo4,Foxo4,NC_086039.1,70425218,70432120,+,no
connexin_Gjb1_cross_species,cross_species,Rattus norvegicus — Gjb1,connexin,gene-Cxhxorf65,Cxhxorf65,NC_086039.1,70432526,70435190,-,no
connexin_Gjb1_cross_species,cross_species,Rattus norvegicus — Gjb1,connexin,gene-Il2rg,Il2rg,NC_086039.1,70435340,70439052,-,no
connexin_Gjb1_cross_species,cross_species,Rattus norvegicus — Gjb1,connexin,gene-Med12,Med12,NC_086039.1,70444615,70467780,+,no
connexin_Gjb1_cross_species,cross_species,Rattus norvegicus — Gjb1,connexin,gene-Nlgn3,Nlgn3,NC_086039.1,70469251,70497380,+,no
connexin_Gjb1_cross_species,cross_species,Rattus norvegicus — Gjb1,connexin,gene-Gjb1,Gjb1,NC_086039.1,70541845,70549776,+,yes
connexin_Gjb1_cross_species,cross_species,Rattus norvegicus — Gjb1,connexin,gene-Zmym3,Zmym3,NC_086039.1,70568573,70584221,-,no
connexin_Gjb1_cross_species,cross_species,Rattus norvegicus — Gjb1,connexin,gene-Nono,Nono,NC_086039.1,70594116,70611976,+,no
connexin_Gjb1_cross_species,cross_species,Rattus norvegicus — Gjb1,connexin,gene-Itgb1bp2,Itgb1bp2,NC_086039.1,70612118,70617158,+,no
connexin_Gjb1_cross_species,cross_species,Rattus norvegicus — Gjb1,connexin,gene-LOC120099453,LOC120099453,NC_086039.1,70615936,70616099,-,no
connexin_Gjb1_cross_species,cross_species,Rattus norvegicus — Gjb1,connexin,gene-Taf1,Taf1,NC_086039.1,70680901,70756535,+,no
connexin_Gjb1_cross_species,cross_species,Rattus norvegicus — Gjb1,connexin,gene-LOC120099518,LOC120099518,NC_086039.1,70711620,70711744,+,no
connexin_Gjb2_cross_species,cross_species,Mus musculus — Gjb2,connexin,gene-Oprk1,Oprk1,NC_000067.7,5658673,5676357,+,yes
connexin_Gjb2_cross_species,cross_species,Rattus norvegicus — Gjb2,connexin,gene-LOC134485287,LOC134485287,NC_086019.1,43201,45926,-,no
connexin_Gjb2_cross_species,cross_species,Rattus norvegicus — Gjb2,connexin,gene-LOC134484926,LOC134484926,NC_086019.1,46449,62568,-,no
connexin_Gjb2_cross_species,cross_species,Rattus norvegicus — Gjb2,connexin,gene-LOC108352169,LOC108352169,NC_086019.1,67755,73810,-,no
connexin_Gjb2_cross_species,cross_species,Rattus norvegicus — Gjb2,connexin,gene-Vom2r1,Vom2r1,NC_086019.1,164376,175234,+,yes
connexin_Gjb2_cross_species,cross_species,Rattus norvegicus — Gjb2,connexin,gene-LOC100910337,LOC100910337,NC_086019.1,241406,248880,-,no
connexin_Gjb2_cross_species,cross_species,Rattus norvegicus — Gjb2,connexin,gene-LOC134484837,LOC134484837,NC_086019.1,316092,324862,-,no
connexin_Gjb3_cross_species,cross_species,Mus musculus — Gjb3,connexin,gene-Dlgap3,Dlgap3,NC_000070.7,127062090,127130815,+,no
connexin_Gjb3_cross_species,cross_species,Mus musculus — Gjb3,connexin,gene-Gm52707,Gm52707,NC_000070.7,127118463,127127332,-,no
connexin_Gjb3_cross_species,cross_species,Mus musculus — Gjb3,connexin,gene-Smim12,Smim12,NC_000070.7,127137577,127141602,+,no
connexin_Gjb3_cross_species,cross_species,Mus musculus — Gjb3,connexin,gene-Gm22221,Gm22221,NC_000070.7,127178524,127178626,-,no
connexin_Gjb3_cross_species,cross_species,Mus musculus — Gjb3,connexin,gene-Gja4,Gja4,NC_000070.7,127205213,127207832,-,no
connexin_Gjb3_cross_species,cross_species,Mus musculus — Gjb3,connexin,gene-Gjb3,Gjb3,NC_000070.7,127219028,127224633,-,yes
connexin_Gjb3_cross_species,cross_species,Mus musculus — Gjb3,connexin,gene-Gm40251,Gm40251,NC_000070.7,127223156,127237055,+,no
connexin_Gjb3_cross_species,cross_species,Mus musculus — Gjb3,connexin,gene-Gjb4,Gjb4,NC_000070.7,127234892,127247929,-,no
connexin_Gjb3_cross_species,cross_species,Mus musculus — Gjb3,connexin,gene-Gjb5,Gjb5,NC_000070.7,127248600,127251957,-,no
connexin_Gjb3_cross_species,cross_species,Mus musculus — Gjb3,connexin,gene-Gm40252,Gm40252,NC_000070.7,127310898,127318870,+,no
connexin_Gjb3_cross_species,cross_species,Mus musculus — Gjb3,connexin,gene-1700080G11Rik,1700080G11Rik,NC_000070.7,127368634,127370635,+,no
connexin_Gjb3_cross_species,cross_species,Mus musculus — Gjb3,connexin,gene-LOC115486416,LOC115486416,NC_000070.7,127403991,127426683,+,no
connexin_Gjb3_cross_species,cross_species,Rattus norvegicus — Gjb3,connexin,gene-Dlgap3,Dlgap3,NC_086023.1,144776414,144847097,+,no
connexin_Gjb3_cross_species,cross_species,Rattus norvegicus — Gjb3,connexin,gene-Smim12,Smim12,NC_086023.1,144853887,144857746,+,no
connexin_Gjb3_cross_species,cross_species,Rattus norvegicus — Gjb3,connexin,gene-Rnu6-260,Rnu6-260,NC_086023.1,144895218,144895320,-,no
connexin_Gjb3_cross_species,cross_species,Rattus norvegicus — Gjb3,connexin,gene-Gja4,Gja4,NC_086023.1,144917791,144920324,-,no
connexin_Gjb3_cross_species,cross_species,Rattus norvegicus — Gjb3,connexin,gene-Gjb3,Gjb3,NC_086023.1,144933692,144939435,-,yes
connexin_Gjb3_cross_species,cross_species,Rattus norvegicus — Gjb3,connexin,gene-Gjb4,Gjb4,NC_086023.1,144948231,144964014,-,no
connexin_Gjb3_cross_species,cross_species,Rattus norvegicus — Gjb3,connexin,gene-Gjb5,Gjb5,NC_086023.1,144965133,144968051,-,no
connexin_Gjb4_cross_species,cross_species,Mus musculus — Gjb4,connexin,gene-Dlgap3,Dlgap3,NC_000070.7,127062090,127130815,+,no
connexin_Gjb4_cross_species,cross_species,Mus musculus — Gjb4,connexin,gene-Gm52707,Gm52707,NC_000070.7,127118463,127127332,-,no
connexin_Gjb4_cross_species,cross_species,Mus musculus — Gjb4,connexin,gene-Smim12,Smim12,NC_000070.7,127137577,127141602,+,no
connexin_Gjb4_cross_species,cross_species,Mus musculus — Gjb4,connexin,gene-Gm22221,Gm22221,NC_000070.7,127178524,127178626,-,no
connexin_Gjb4_cross_species,cross_species,Mus musculus — Gjb4,connexin,gene-Gja4,Gja4,NC_000070.7,127205213,127207832,-,no
connexin_Gjb4_cross_species,cross_species,Mus musculus — Gjb4,connexin,gene-Gjb3,Gjb3,NC_000070.7,127219028,127224633,-,no
connexin_Gjb4_cross_species,cross_species,Mus musculus — Gjb4,connexin,gene-Gm40251,Gm40251,NC_000070.7,127223156,127237055,+,no
connexin_Gjb4_cross_species,cross_species,Mus musculus — Gjb4,connexin,gene-Gjb4,Gjb4,NC_000070.7,127234892,127247929,-,yes
connexin_Gjb4_cross_species,cross_species,Mus musculus — Gjb4,connexin,gene-Gjb5,Gjb5,NC_000070.7,127248600,127251957,-,no
connexin_Gjb4_cross_species,cross_species,Mus musculus — Gjb4,connexin,gene-Gm40252,Gm40252,NC_000070.7,127310898,127318870,+,no
connexin_Gjb4_cross_species,cross_species,Mus musculus — Gjb4,connexin,gene-1700080G11Rik,1700080G11Rik,NC_000070.7,127368634,127370635,+,no
connexin_Gjb4_cross_species,cross_species,Mus musculus — Gjb4,connexin,gene-LOC115486416,LOC115486416,NC_000070.7,127403991,127426683,+,no
connexin_Gjb4_cross_species,cross_species,Rattus norvegicus — Gjb4,connexin,gene-Dlgap3,Dlgap3,NC_086023.1,144776414,144847097,+,no
connexin_Gjb4_cross_species,cross_species,Rattus norvegicus — Gjb4,connexin,gene-Smim12,Smim12,NC_086023.1,144853887,144857746,+,no
connexin_Gjb4_cross_species,cross_species,Rattus norvegicus — Gjb4,connexin,gene-Rnu6-260,Rnu6-260,NC_086023.1,144895218,144895320,-,no
connexin_Gjb4_cross_species,cross_species,Rattus norvegicus — Gjb4,connexin,gene-Gja4,Gja4,NC_086023.1,144917791,144920324,-,no
connexin_Gjb4_cross_species,cross_species,Rattus norvegicus — Gjb4,connexin,gene-Gjb3,Gjb3,NC_086023.1,144933692,144939435,-,no
connexin_Gjb4_cross_species,cross_species,Rattus norvegicus — Gjb4,connexin,gene-Gjb4,Gjb4,NC_086023.1,144948231,144964014,-,yes
connexin_Gjb4_cross_species,cross_species,Rattus norvegicus — Gjb4,connexin,gene-Gjb5,Gjb5,NC_086023.1,144965133,144968051,-,no
connexin_Gjb4_cross_species,cross_species,Rattus norvegicus — Gjb4,connexin,gene-LOC134479031,LOC134479031,NC_086023.1,145129964,145144767,+,no
connexin_Gjb5_cross_species,cross_species,Mus musculus — Gjb5,connexin,gene-Sgk3,Sgk3,NC_000067.7,9868355,9972795,+,no
connexin_Gjb5_cross_species,cross_species,Mus musculus — Gjb5,connexin,gene-Mcmdc2,Mcmdc2,NC_000067.7,9978863,10011179,+,no
connexin_Gjb5_cross_species,cross_species,Mus musculus — Gjb5,connexin,gene-Snhg6,Snhg6,NC_000067.7,10012250,10014343,-,no
connexin_Gjb5_cross_species,cross_species,Mus musculus — Gjb5,connexin,gene-Snord87,Snord87,NC_000067.7,10012695,10012768,-,no
connexin_Gjb5_cross_species,cross_species,Mus musculus — Gjb5,connexin,gene-Tcf24,Tcf24,NC_000067.7,10030388,10038207,-,no
connexin_Gjb5_cross_species,cross_species,Mus musculus — Gjb5,connexin,gene-Ppp1r42,Ppp1r42,NC_000067.7,10038847,10083766,-,no
connexin_Gjb5_cross_species,cross_species,Mus musculus — Gjb5,connexin,gene-Gm24674,Gm24674,NC_000067.7,10080039,10080142,-,no
connexin_Gjb5_cross_species,cross_species,Mus musculus — Gjb5,connexin,gene-Cops5,Cops5,NC_000067.7,10094825,10108384,-,yes
connexin_Gjb5_cross_species,cross_species,Mus musculus — Gjb5,connexin,gene-Cspp1,Cspp1,NC_000067.7,10108194,10206996,+,no
connexin_Gjb5_cross_species,cross_species,Mus musculus — Gjb5,connexin,gene-Arfgef1,Arfgef1,NC_000067.7,10207732,10303306,-,no
connexin_Gjb5_cross_species,cross_species,Rattus norvegicus — Gjb5,connexin,gene-Znf431l11,Znf431l11,NC_086019.1,2833355,2841271,-,no
connexin_Gjb5_cross_species,cross_species,Rattus norvegicus — Gjb5,connexin,gene-LOC134484850,LOC134484850,NC_086019.1,2850059,2852016,-,no
connexin_Gjb5_cross_species,cross_species,Rattus norvegicus — Gjb5,connexin,gene-Vom2r4,Vom2r4,NC_086019.1,2874499,2889566,-,no
connexin_Gjb5_cross_species,cross_species,Rattus norvegicus — Gjb5,connexin,gene-Vom2r5,Vom2r5,NC_086019.1,2973745,2982398,+,yes
connexin_Gjb5_cross_species,cross_species,Rattus norvegicus — Gjb5,connexin,gene-Vom2r6,Vom2r6,NC_086019.1,3025923,3034593,+,no
connexin_Gjb5_cross_species,cross_species,Rattus norvegicus — Gjb5,connexin,gene-LOC120100082,LOC120100082,NC_086019.1,3117399,3149235,-,no
connexin_Gjb5_cross_species,cross_species,Rattus norvegicus — Gjb5,connexin,gene-LOC120100385,LOC120100385,NC_086019.1,3128300,3128421,-,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Wipf2,Wipf2,NC_000077.7,98754424,98796404,+,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Cdc6,Cdc6,NC_000077.7,98798627,98814768,+,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Rara,Rara,NC_000077.7,98818626,98865768,+,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Gm46294,Gm46294,NC_000077.7,98826445,98833072,-,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Gm22061,Gm22061,NC_000077.7,98837270,98837376,+,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Gjd3,Gjd3,NC_000077.7,98870773,98873846,-,yes
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Top2a,Top2a,NC_000077.7,98883773,98915037,-,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Gm23451,Gm23451,NC_000077.7,98907857,98907978,-,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Igfbp4,Igfbp4,NC_000077.7,98930820,98943481,+,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Tns4,Tns4,NC_000077.7,98956504,98980132,-,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Ccdc43,Ccdc43,NC_000077.7,102575510,102595829,-,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Adam11,Adam11,NC_000077.7,102652261,102671089,+,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Gjc1,Gjc1,NC_000077.7,102690303,102710512,-,yes
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Gm22683,Gm22683,NC_000077.7,102720704,102720840,+,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Higd1b,Higd1b,NC_000077.7,102726597,102728866,+,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Eftud2,Eftud2,NC_000077.7,102729298,102771999,-,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Ccdc103,Ccdc103,NC_000077.7,102772050,102776042,+,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Fam187a,Fam187a,NC_000077.7,102775995,102777557,+,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Gfap,Gfap,NC_000077.7,102778162,102791368,-,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Gm34560,Gm34560,NC_000077.7,102787686,102795302,+,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-Kif18b,Kif18b,NC_000077.7,102796344,102815960,-,no
connexin_Gjc1_cross_species,cross_species,Mus musculus — Gjc1,connexin,gene-C1ql1,C1ql1,NC_000077.7,102830090,102837542,-,no
connexin_Gjc1_cross_species,cross_species,Rattus norvegicus — Gjc1,connexin,gene-Meioc,Meioc,NC_086028.1,88128939,88147833,+,no
connexin_Gjc1_cross_species,cross_species,Rattus norvegicus — Gjc1,connexin,gene-Ccdc43,Ccdc43,NC_086028.1,88150672,88162863,-,no
connexin_Gjc1_cross_species,cross_species,Rattus norvegicus — Gjc1,connexin,gene-LOC120095185,LOC120095185,NC_086028.1,88193248,88224985,-,no
connexin_Gjc1_cross_species,cross_species,Rattus norvegicus — Gjc1,connexin,gene-LOC103693436,LOC103693436,NC_086028.1,88194244,88207113,+,no
connexin_Gjc1_cross_species,cross_species,Rattus norvegicus — Gjc1,connexin,gene-Dbf4b,Dbf4b,NC_086028.1,88209913,88219336,+,no
connexin_Gjc1_cross_species,cross_species,Rattus norvegicus — Gjc1,connexin,gene-Adam11,Adam11,NC_086028.1,88224185,88242865,+,no
connexin_Gjc1_cross_species,cross_species,Rattus norvegicus — Gjc1,connexin,gene-Gjc1,Gjc1,NC_086028.1,88262840,88285646,-,yes
connexin_Gjc1_cross_species,cross_species,Rattus norvegicus — Gjc1,connexin,gene-Higd1b,Higd1b,NC_086028.1,88302284,88304558,+,no
connexin_Gjc1_cross_species,cross_species,Rattus norvegicus — Gjc1,connexin,gene-Eftud2,Eftud2,NC_086028.1,88304992,88352229,-,no
connexin_Gjc1_cross_species,cross_species,Rattus norvegicus — Gjc1,connexin,gene-Ccdc103,Ccdc103,NC_086028.1,88346453,88349853,+,no
connexin_Gjc1_cross_species,cross_species,Rattus norvegicus — Gjc1,connexin,gene-FAM187A,FAM187A,NC_086028.1,88350957,88352428,+,no
connexin_Gjc1_cross_species,cross_species,Rattus norvegicus — Gjc1,connexin,gene-Gfap,Gfap,NC_086028.1,88352987,88361661,-,no
connexin_Gjc1_cross_species,cross_species,Rattus norvegicus — Gjc1,connexin,gene-Kif18b,Kif18b,NC_086028.1,88370520,88392388,-,no
connexin_Gjc1_cross_species,cross_species,Rattus norvegicus — Gjc1,connexin,gene-Rpl22l4,Rpl22l4,NC_086028.1,88392535,88398738,+,no
connexin_Gjc1_cross_species,cross_species,Rattus norvegicus — Gjc1,connexin,gene-C1ql1,C1ql1,NC_086028.1,88402219,88409649,-,no
connexin_Gjc1_cross_species,cross_species,Rattus norvegicus — Gjc1,connexin,gene-Dcakd,Dcakd,NC_086028.1,88457829,88489011,-,no
connexin_Gjc2_cross_species,cross_species,Mus musculus — Gjc2,connexin,gene-Oprk1,Oprk1,NC_000067.7,5658673,5676357,+,yes
connexin_Gjc2_cross_species,cross_species,Rattus norvegicus — Gjc2,connexin,gene-LOC134485287,LOC134485287,NC_086019.1,43201,45926,-,no
connexin_Gjc2_cross_species,cross_species,Rattus norvegicus — Gjc2,connexin,gene-LOC134484926,LOC134484926,NC_086019.1,46449,62568,-,no
connexin_Gjc2_cross_species,cross_species,Rattus norvegicus — Gjc2,connexin,gene-LOC108352169,LOC108352169,NC_086019.1,67755,73810,-,no
connexin_Gjc2_cross_species,cross_species,Rattus norvegicus — Gjc2,connexin,gene-Vom2r1,Vom2r1,NC_086019.1,164376,175234,+,yes
connexin_Gjc2_cross_species,cross_species,Rattus norvegicus — Gjc2,connexin,gene-LOC100910337,LOC100910337,NC_086019.1,241406,248880,-,no
connexin_Gjc2_cross_species,cross_species,Rattus norvegicus — Gjc2,connexin,gene-LOC134484837,LOC134484837,NC_086019.1,316092,324862,-,no
connexin_Gjd2_cross_species,cross_species,Mus musculus — Gjd2,connexin,gene-Oprk1,Oprk1,NC_000067.7,5658673,5676357,+,yes
connexin_Gjd2_cross_species,cross_species,Rattus norvegicus — Gjd2,connexin,gene-LOC134485287,LOC134485287,NC_086019.1,43201,45926,-,no
connexin_Gjd2_cross_species,cross_species,Rattus norvegicus — Gjd2,connexin,gene-LOC134484926,LOC134484926,NC_086019.1,46449,62568,-,no
connexin_Gjd2_cross_species,cross_species,Rattus norvegicus — Gjd2,connexin,gene-LOC108352169,LOC108352169,NC_086019.1,67755,73810,-,no
connexin_Gjd2_cross_species,cross_species,Rattus norvegicus — Gjd2,connexin,gene-Vom2r1,Vom2r1,NC_086019.1,164376,175234,+,yes
connexin_Gjd2_cross_species,cross_species,Rattus norvegicus — Gjd2,connexin,gene-LOC100910337,LOC100910337,NC_086019.1,241406,248880,-,no
connexin_Gjd2_cross_species,cross_species,Rattus norvegicus — Gjd2,connexin,gene-LOC134484837,LOC134484837,NC_086019.1,316092,324862,-,no
connexin_gja1_cross_species,cross_species,Danio rerio — gja1,connexin,gene-gja1b,gja1b,NC_133195.1,44006780,44012070,-,yes
connexin_gja1_cross_species,cross_species,Danio rerio — gja1,connexin,gene-gja13.2,gja13.2,NC_133195.1,44013146,44020990,-,no
connexin_gja1_cross_species,cross_species,Danio rerio — gja1,connexin,gene-gja12.2,gja12.2,NC_133195.1,44028982,44032431,+,no
connexin_gja1_cross_species,cross_species,Danio rerio — gja1,connexin,gene-tbc1d32,tbc1d32,NC_133195.1,44035949,44134962,+,no
connexin_gja1_cross_species,cross_species,Danio rerio — gja1,connexin,gene-gja12.1,gja12.1,NC_133195.1,44036399,44042640,-,no
connexin_gja1_cross_species,cross_species,Danio rerio — gja1,connexin,gene-gja13.1,gja13.1,NC_133195.1,44045162,44047259,-,no
connexin_gja1_cross_species,cross_species,Danio rerio — gja1,connexin,gene-gja11,gja11,NC_133195.1,44048786,44051862,-,no
connexin_gja1_cross_species,cross_species,Danio rerio — gja1,connexin,gene-hsdl1,hsdl1,NC_133195.1,44053371,44058032,-,no
connexin_gja1_cross_species,cross_species,Danio rerio — gja1,connexin,gene-LOC141379422,LOC141379422,NC_133195.1,44137401,44237503,+,no
connexin_gja1_cross_species,cross_species,Xenopus laevis — gja1,connexin,gene-gja1.L,gja1.L,NC_054379.1,75337286,75345666,-,yes
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-kdm1a.L,kdm1a.L,NC_054373.1,92595368,92629887,+,no
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-trnad-guc-6,trnad-guc,NC_054373.1,92644894,92644965,+,no
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-trnai-aau,trnai-aau,NC_054373.1,92645154,92645227,+,no
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-trnad-guc-7,trnad-guc,NC_054373.1,92646102,92646173,+,no
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-trnai-aau-2,trnai-aau,NC_054373.1,92646362,92646435,+,no
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-trnai-aau-3,trnai-aau,NC_054373.1,92648278,92648351,+,no
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-trnad-guc-8,trnad-guc,NC_054373.1,92649858,92649928,+,no
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-trnai-aau-4,trnai-aau,NC_054373.1,92650116,92650190,+,no
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-trnad-guc-9,trnad-guc,NC_054373.1,92651056,92651127,+,no
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-trnai-aau-5,trnai-aau,NC_054373.1,92651314,92651387,+,no
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-trnad-guc-10,trnad-guc,NC_054373.1,92652257,92652328,+,no
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-trnai-aau-6,trnai-aau,NC_054373.1,92652509,92652588,+,no
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-trnai-aau-7,trnai-aau,NC_054373.1,92653664,92653736,+,no
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-trnad-guc-11,trnad-guc,NC_054373.1,92654609,92654680,+,no
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-tmem30b.L,tmem30b.L,NC_054373.1,92665782,92680958,+,no
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-zmpste24.L,zmpste24.L,NC_054373.1,92717355,92728491,+,no
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-smim12.L,smim12.L,NC_054373.1,92733881,92737425,+,no
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-gja4.L,gja4.L,NC_054373.1,92773605,92779310,-,yes
connexin_gja4_cross_species,cross_species,Xenopus laevis — gja4,connexin,gene-gjb3.L,gjb3.L,NC_054373.1,92796578,92807166,-,no
