query,target,pident,alnlen,evalue,bits
panx|Rattus_norvegicus|Panx1|P60570,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,25.3,121,8.178e-07,44.0
panx|Rattus_norvegicus|Panx1|P60570,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,22.8,146,1.081e-06,44.0
panx|Rattus_norvegicus|Panx1|P60570,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,24.9,121,1.89e-06,43.0
panx|Rattus_norvegicus|Panx1|P60570,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,24.9,121,1.89e-06,43.0
panx|Rattus_norvegicus|Panx1|P60570,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,22.2,149,2.498e-06,43.0
panx|Rattus_norvegicus|Panx1|P60570,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,29.6,88,3.302e-06,42.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Streblospio_benedicti|CM032660.1_38859841_38860992|p4,31.4,105,1.513e-09,54.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Streblospio_benedicti|CM032660.1_38854181_38855281|p9,31.3,105,1.996e-09,54.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Abra_alba|OZ409525.1_47319987_47324644|p7,30.6,106,4.58e-09,53.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,30.8,104,6.041e-09,52.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,30.5,104,1.051e-08,51.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,30.5,104,1.051e-08,51.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,30.5,104,1.051e-08,51.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Acanthochitona_discrepans|CM108789.1_13668655_13669749|p2,30.9,100,1.828e-08,51.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Abra_segmentum|OZ251777.1_32509668_32513297|p8,29.8,106,1.828e-08,51.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Brachionus_manjavacas|JAHQIY010000004.1_8292265_8293444|p4,27.8,118,2.411e-08,50.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,29.8,104,3.179e-08,50.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Streblospio_benedicti|CM032660.1_38866392_38867486|p10,29.5,105,4.193e-08,49.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,30.4,100,4.193e-08,49.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Streblospio_benedicti|CM032666.1_530575_537250|p2,29.7,101,9.617e-08,48.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Brachionus_koreanus|PJRA01000263.1_5378433_5381126|p5,27.1,118,9.617e-08,48.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Acanthocardia_echinata|OZ377328.1_11251456_11255941|p4,25.6,130,9.617e-08,48.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Streblospio_benedicti|CM032660.1_13839080_13840183|p6,30.1,98,1.268e-07,48.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,28.5,107,1.268e-07,48.0
panx|Rattus_norvegicus|Panx2|P60571,Caenorhabditis_elegans,29.8,99,1.672e-07,48.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Acanthochitona_discrepans|CM108789.1_17930773_17931897|p3,28.6,105,2.206e-07,47.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Streblospio_benedicti|CM032663.1_21744357_21747197|p5,25.0,132,2.206e-07,47.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Acanthocardia_echinata|OZ377328.1_18890103_18896398|p8,28.9,102,2.909e-07,47.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Acanthocardia_echinata|OZ377328.1_21360257_21387081|p2,28.9,102,2.909e-07,47.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Acanthocardia_echinata|OZ377328.1_21341102_21387057|p11,28.9,102,2.909e-07,47.0
panx|Rattus_norvegicus|Panx2|P60571,Caenorhabditis_elegans,32.0,86,3.836e-07,46.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Abra_alba|OZ409525.1_26978116_27031527|p5,28.1,104,6.67e-07,46.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Acanthocardia_echinata|OZ377328.1_11291981_11299363|p5,28.1,104,6.67e-07,46.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Streblospio_benedicti|CM032661.1_36454555_36461623|p1,27.9,104,8.796e-07,45.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Abra_segmentum|OZ251777.1_37626866_37628412|p9,28.1,102,1.16e-06,45.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Acanthocardia_echinata|OZ377328.1_21312057_21325945|p10,28.3,101,1.16e-06,45.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Acanthocardia_echinata|OZ377328.1_23337154_23339399|p9,24.7,128,1.16e-06,45.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Acanthocardia_echinata|OZ377325.1_14826690_14837377|p14,25.3,122,1.16e-06,45.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Abra_segmentum|OZ251777.1_37619854_37628968|p2,28.1,102,1.16e-06,45.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Streblospio_benedicti|CM032663.1_51675706_51690919|p8,28.3,100,1.529e-06,44.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Abra_alba|OZ409525.1_53154133_53163052|p4,27.6,102,2.659e-06,44.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Abra_segmentum|OZ251777.1_14113510_14127320|p6,27.6,102,2.659e-06,44.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Abra_alba|OZ409525.1_18330358_18348899|p2,27.1,105,2.659e-06,44.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Abra_alba|OZ409525.1_27026774_27031521|p3,27.6,102,2.659e-06,44.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Abra_segmentum|OZ251777.1_53450550_53469929|p1,27.1,105,2.659e-06,44.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Abra_segmentum|OZ251777.1_10571949_10575809|p3,25.3,119,2.659e-06,44.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p7,27.9,99,3.507e-06,43.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p1,27.9,99,3.507e-06,43.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Acanthocardia_echinata|OZ377328.1_23300040_23302999|p3,26.8,104,6.097e-06,42.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Acanthochitona_discrepans|CM108789.1_13572118_13573209|p1,26.5,104,1.06e-05,42.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Acanthochitona_discrepans|JBLVQD010000009.1_6410532_6411647|p4,22.6,139,1.06e-05,42.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Streblospio_benedicti|CM032660.1_56259174_56277458|p3,27.2,98,1.398e-05,41.0
panx|Rattus_norvegicus|Panx2|P60571,Caenorhabditis_elegans,30.1,83,1.398e-05,41.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Acanthocardia_echinata|OZ377328.1_2223730_2233660|p6,26.4,102,1.843e-05,41.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Abra_alba|OZ409525.1_26983439_26985168|p1,27.4,95,2.43e-05,40.0
panx|Rattus_norvegicus|Panx2|P60571,cur|Streblospio_benedicti|CM032666.1_10353645_10358349|p7,28.7,88,2.43e-05,40.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,30.5,91,3.109e-07,46.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,30.5,91,3.109e-07,46.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,30.5,91,3.109e-07,46.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Brachionus_koreanus|PJRA01000555.1_1340882_1341979|p2,23.3,145,3.109e-07,46.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,30.3,91,4.114e-07,45.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,31.0,88,4.114e-07,45.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Brachionus_calyciflorus|NTPY01000526.1_2301293_2302390|p4,23.0,145,7.203e-07,44.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,30.6,88,7.203e-07,44.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Streblospio_benedicti|CM032660.1_38866392_38867486|p10,27.0,107,9.53e-07,44.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Brachionus_manjavacas|JAHQIY010000020.1_863382_864479|p2,22.7,145,1.261e-06,44.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Streblospio_benedicti|CM032660.1_38859841_38860992|p4,27.1,104,1.668e-06,43.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,28.3,94,3.861e-06,42.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Abra_segmentum|OZ251777.1_14113510_14127320|p6,26.9,100,6.756e-06,41.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Abra_alba|OZ409525.1_53154133_53163052|p4,26.6,100,1.182e-05,40.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Brachionus_calyciflorus|NTPY01000970.1_33584_34756|p3,23.8,122,1.182e-05,40.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Acanthocardia_echinata|OZ377328.1_2223730_2233660|p6,26.2,100,2.067e-05,40.0
panx|Rattus_norvegicus|Panx3|P60572,Caenorhabditis_elegans,20.8,157,2.067e-05,40.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Streblospio_benedicti|CM032660.1_38854181_38855281|p9,25.5,104,2.734e-05,39.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Acanthocardia_echinata|OZ377328.1_11291981_11299363|p5,27.7,89,3.615e-05,39.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Acanthocardia_echinata|OZ377328.1_11251456_11255941|p4,26.4,89,0.0002555,36.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Acanthochitona_discrepans|JBLVQD010000009.1_6410532_6411647|p4,24.6,100,0.0003378,36.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Acanthochitona_discrepans|CM108789.1_13705717_13706817|p5,24.3,101,0.0004465,35.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Streblospio_benedicti|CM032666.1_10353645_10358349|p7,24.4,99,0.0005903,35.0
panx|Rattus_norvegicus|Panx3|P60572,cur|Streblospio_benedicti|CM032661.1_36454555_36461623|p1,23.9,103,0.0005903,35.0
panx|Sus_scrofa|PANX1|A0A287B8K3,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,27.9,121,4.021e-09,52.0
panx|Sus_scrofa|PANX1|A0A287B8K3,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,27.8,121,5.32e-09,51.0
panx|Sus_scrofa|PANX1|A0A287B8K3,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,33.8,88,7.038e-09,51.0
panx|Sus_scrofa|PANX1|A0A287B8K3,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,33.8,88,7.038e-09,51.0
panx|Sus_scrofa|PANX1|A0A287B8K3,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,33.8,88,7.038e-09,51.0
panx|Sus_scrofa|PANX1|A0A287B8K3,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,33.8,88,7.038e-09,51.0
panx|Sus_scrofa|PANX1|A0A287B8K3,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,31.4,91,8.72e-08,48.0
panx|Sus_scrofa|PANX1|A0A287B8K3,cur|Streblospio_benedicti|CM032660.1_13839080_13840183|p6,21.6,160,1.883e-06,43.0
panx|Xenopus_laevis|panx1.L|A0A1L8HJE1,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,30.6,92,2.038e-07,46.0
panx|Xenopus_laevis|panx1.L|A0A1L8HJE1,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,30.5,92,2.695e-07,46.0
panx|Xenopus_laevis|panx1.L|A0A1L8HJE1,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,30.5,92,2.695e-07,46.0
panx|Xenopus_laevis|panx1.L|A0A1L8HJE1,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,30.5,92,2.695e-07,46.0
panx|Xenopus_laevis|panx1.L|A0A1L8HJE1,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,31.2,88,3.564e-07,46.0
panx|Xenopus_laevis|panx1.L|A0A1L8HJE1,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,31.2,88,3.564e-07,46.0
panx|Xenopus_laevis|panx1.L|A0A1L8HJE1,cur|Streblospio_benedicti|CM032663.1_51675706_51690919|p8,30.6,88,8.236e-07,44.0
panx|Xenopus_laevis|panx1.L|A0A1L8HJE1,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,29.0,95,1.089e-06,44.0
panx|Xenopus_laevis|panx1.L|A0A1L8HJE1,cur|Acanthochitona_discrepans|JBLVQD010000009.1_6410532_6411647|p4,22.4,143,4.395e-06,42.0
panx|Xenopus_laevis|panx1.L|A0A1L8HJE1,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p7,27.9,93,1.015e-05,41.0
panx|Xenopus_laevis|panx1.L|A0A1L8HJE1,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p1,27.1,98,1.015e-05,41.0
panx|Xenopus_laevis|panx1.L|A0A1L8HJE1,cur|Acanthocardia_echinata|OZ377328.1_2223730_2233660|p6,21.9,143,1.773e-05,40.0
panx|Xenopus_laevis|panx1.L|A0A1L8HJE1,cur|Brachionus_manjavacas|JAHQIY010000004.1_8292265_8293444|p4,28.3,87,3.096e-05,39.0
panx|Xenopus_laevis|panx1.L|A0A1L8HJE1,cur|Abra_alba|OZ409525.1_53154133_53163052|p4,21.6,143,3.096e-05,39.0
panx|Xenopus_laevis|panx1.L|A0A1L8HJE1,cur|Abra_segmentum|OZ251777.1_14113510_14127320|p6,21.0,143,0.0001248,37.0
panx|Xenopus_laevis|panx1.L|A0A1L8HJE1,cur|Acanthocardia_echinata|OZ377328.1_11291981_11299363|p5,26.1,93,0.0001648,37.0
panx|Xenopus_laevis|panx1.L|A0A1L8HJE1,cur|Acanthocardia_echinata|OZ377328.1_11251456_11255941|p4,25.9,93,0.0002178,36.0
panx|Xenopus_laevis|panx1.L|A0A1L8HJE1,cur|Abra_segmentum|OZ251784.1_30028846_30031445|p4,27.9,81,0.0002878,36.0
panx|Xenopus_laevis|panx1.L|A0A1L8HJE1,cur|Abra_segmentum|OZ251786.1_2258616_2261215|p5,27.9,81,0.0002878,36.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Streblospio_benedicti|CM032660.1_38859841_38860992|p4,30.3,105,1.04e-08,51.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Streblospio_benedicti|CM032660.1_38854181_38855281|p9,30.1,105,1.372e-08,51.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Abra_alba|OZ409525.1_47319987_47324644|p7,29.5,106,3.148e-08,50.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,29.7,104,4.152e-08,49.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,29.4,104,7.221e-08,49.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,29.4,104,7.221e-08,49.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,29.4,104,7.221e-08,49.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Acanthochitona_discrepans|CM108789.1_13668655_13669749|p2,29.9,99,1.256e-07,48.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Abra_segmentum|OZ251777.1_32509668_32513297|p8,28.7,106,1.256e-07,48.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Brachionus_manjavacas|JAHQIY010000004.1_8292265_8293444|p4,26.8,118,1.656e-07,48.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Streblospio_benedicti|CM032666.1_530575_537250|p2,29.2,101,2.184e-07,47.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,28.7,104,2.184e-07,47.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Streblospio_benedicti|CM032660.1_38866392_38867486|p10,28.4,105,2.881e-07,47.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,29.4,99,2.881e-07,47.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Brachionus_koreanus|PJRA01000263.1_5378433_5381126|p5,26.1,118,6.607e-07,46.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Acanthocardia_echinata|OZ377328.1_11251456_11255941|p4,24.7,130,6.607e-07,46.0
panx|Sus_scrofa|PANX2|F1RXR8,Caenorhabditis_elegans,28.8,99,8.713e-07,45.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,27.5,107,8.713e-07,45.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Streblospio_benedicti|CM032660.1_13839080_13840183|p6,29.0,97,1.149e-06,45.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Acanthochitona_discrepans|CM108789.1_17930773_17931897|p3,27.4,105,1.515e-06,44.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Streblospio_benedicti|CM032663.1_21744357_21747197|p5,24.1,132,1.515e-06,44.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Acanthocardia_echinata|OZ377328.1_18890103_18896398|p8,27.8,102,1.998e-06,44.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Acanthocardia_echinata|OZ377328.1_21360257_21387081|p2,27.8,102,1.998e-06,44.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Acanthocardia_echinata|OZ377328.1_21341102_21387057|p11,27.8,102,1.998e-06,44.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Streblospio_benedicti|CM032661.1_36454555_36461623|p1,27.1,104,3.474e-06,43.0
panx|Sus_scrofa|PANX2|F1RXR8,Caenorhabditis_elegans,30.5,86,3.474e-06,43.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Abra_alba|OZ409525.1_26978116_27031527|p5,27.0,104,4.581e-06,43.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Acanthocardia_echinata|OZ377328.1_23337154_23339399|p9,24.0,128,4.581e-06,43.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Acanthocardia_echinata|OZ377328.1_11291981_11299363|p5,27.0,104,4.581e-06,43.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Acanthocardia_echinata|OZ377328.1_21312057_21325945|p10,27.1,101,7.966e-06,42.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Acanthocardia_echinata|OZ377325.1_14826690_14837377|p14,24.4,122,7.966e-06,42.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Streblospio_benedicti|CM032663.1_51675706_51690919|p8,27.2,99,1.05e-05,42.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Abra_alba|OZ409525.1_53154133_53163052|p4,26.6,102,1.385e-05,41.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Abra_segmentum|OZ251777.1_14113510_14127320|p6,26.6,102,1.385e-05,41.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Abra_alba|OZ409525.1_18330358_18348899|p2,26.0,105,1.826e-05,41.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Abra_segmentum|OZ251777.1_53450550_53469929|p1,26.0,105,1.826e-05,41.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Abra_segmentum|OZ251777.1_10571949_10575809|p3,24.3,119,1.826e-05,41.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p7,26.9,98,2.408e-05,40.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Brachionus_calyciflorus|NTPY01000330.1_409940_411611|p1,26.9,98,2.408e-05,40.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Acanthocardia_echinata|OZ377328.1_23300040_23302999|p3,25.7,104,4.187e-05,40.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Acanthochitona_discrepans|JBLVQD010000009.1_6410532_6411647|p4,22.0,139,4.187e-05,40.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Acanthochitona_discrepans|CM108789.1_13572118_13573209|p1,25.3,104,7.279e-05,39.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Streblospio_benedicti|CM032660.1_56259174_56277458|p3,26.0,98,9.598e-05,38.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Acanthocardia_echinata|OZ377328.1_2223730_2233660|p6,25.5,102,9.598e-05,38.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Abra_alba|OZ409525.1_26983439_26985168|p1,26.2,95,0.0001669,38.0
panx|Sus_scrofa|PANX2|F1RXR8,cur|Streblospio_benedicti|CM032666.1_10353645_10358349|p7,27.3,88,0.0001669,38.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Streblospio_benedicti|CM032660.1_38859841_38860992|p4,31.1,105,2.707e-09,53.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Acanthochitona_discrepans|CM108789.1_13668655_13669749|p2,31.6,100,6.21e-09,52.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Streblospio_benedicti|CM032660.1_38854181_38855281|p9,30.6,105,6.21e-09,52.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Adineta_steineri|CAJNOI010000009.1_556245_558144|p4,30.8,104,6.21e-09,52.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Adineta_ricciae|CAJNOJ010000009.1_407234_409021|p3,30.5,104,1.08e-08,51.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Adineta_ricciae|CAJNOJ010000030.1_78572_80153|p4,30.5,104,1.08e-08,51.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Adineta_vaga|CP075494.1_12494283_12495859|p4,30.5,104,1.08e-08,51.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Abra_alba|OZ409525.1_47319987_47324644|p7,30.0,106,1.424e-08,51.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Acanthocardia_echinata|OZ377328.1_18890103_18896398|p8,30.5,102,1.878e-08,51.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Abra_segmentum|OZ251777.1_32509668_32513297|p8,29.8,106,1.878e-08,51.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Acanthocardia_echinata|OZ377328.1_11251456_11255941|p4,26.1,130,3.266e-08,50.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Rotaria_macrura|OENT01000045.1_119094_122499|p2,29.8,104,3.266e-08,50.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Abra_alba|OZ409525.1_26978116_27031527|p5,29.7,104,4.307e-08,49.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Rotaria_macrura|OENT01000325.1_81075_83639|p1,30.4,100,4.307e-08,49.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Acanthocardia_echinata|OZ377328.1_21360257_21387081|p2,29.9,102,5.68e-08,49.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Acanthocardia_echinata|OZ377328.1_21341102_21387057|p11,29.9,102,5.68e-08,49.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Abra_segmentum|OZ251777.1_37626866_37628412|p9,29.7,102,7.49e-08,49.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Abra_segmentum|OZ251777.1_37619854_37628968|p2,29.7,102,7.49e-08,49.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Brachionus_koreanus|PJRA01000263.1_5378433_5381126|p5,27.1,118,9.877e-08,48.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Brachionus_manjavacas|JAHQIY010000004.1_8292265_8293444|p4,26.9,118,1.302e-07,48.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Streblospio_benedicti|CM032660.1_38866392_38867486|p10,28.9,105,1.302e-07,48.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Abra_alba|OZ409525.1_27026774_27031521|p3,29.2,102,1.717e-07,48.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Brachionus_calyciflorus|NTPY01000483.1_809096_811261|p5,28.9,103,2.265e-07,47.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Acanthocardia_echinata|OZ377328.1_21312057_21325945|p10,29.1,101,2.986e-07,47.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,Caenorhabditis_elegans,29.4,99,2.986e-07,47.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Acanthocardia_echinata|OZ377328.1_23337154_23339399|p9,26.0,121,3.938e-07,46.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Adineta_vaga|CP075494.1_12488368_12495862|p6,27.9,107,3.938e-07,46.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Streblospio_benedicti|CM032660.1_13839080_13840183|p6,29.3,98,5.192e-07,46.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Acanthocardia_echinata|OZ377328.1_11291981_11299363|p5,28.2,104,5.192e-07,46.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Streblospio_benedicti|CM032666.1_530575_537250|p2,28.6,101,6.847e-07,46.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Streblospio_benedicti|CM032663.1_21744357_21747197|p5,24.5,132,6.847e-07,46.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Acanthochitona_discrepans|CM108789.1_17930773_17931897|p3,27.8,105,9.028e-07,45.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Abra_alba|OZ409525.1_53154133_53163052|p4,27.9,102,1.57e-06,44.0
panx|Xenopus_laevis|panx2.L|A0A8J0UPJ5,cur|Abra_segmentum|OZ251777.1_14113510_14127320|p6,27.9,102,1.57e-06,44.0
